AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
1.200004578,27.89999962,15.62999961,221.280092,-5.399999619,1.7389,42.74509811,12.0,102.0,849.5,7.050000191,8.0,-1.302,20.42053413,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.799995422,20.69999886,15.97499959,217.4541006,-7.200000763,1.8726,42.74509811,13.0,102.0,853.5,7.050000191,8.0,-1.3885,20.42053413,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.400001526,15.29999924,16.22999958,213.0702618,-5.399999619,1.8271,43.13725662,13.0,102.0,857.0,6.96999979,8.0,-1.3967,20.18883514,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.299995422,11.69999981,16.42499958,208.914779,-3.599999428,1.8269,43.13725662,13.0,102.0,860.0,7.159999847,8.0,-1.3441,20.17879105,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.299995422,10.79999924,16.60499957,204.8455589,-0.900000572,1.9202,73.33333588,13.0,102.0,860.0,7.190000057,8.0,-1.148,20.20829964,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.299995422,22.5,12.4949996,96.18657928,0.0,0.8111,0.0,79.0,106.0,1364.0,17.02000046,33.0,-0.2862,15.17600918,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-1.200004578,21.59999847,12.2699996,88.87941878,-0.900001526,0.7401,0.0,79.0,106.0,1364.0,16.44000053,33.0,-0.3589,15.2048912,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-1.300003052,21.59999847,12.05999956,82.15870567,0.0,0.7941,37.25490189,79.0,104.0,1322.0,10.57999992,33.0,-0.3851,15.21348667,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-1.0,21.59999847,11.87999957,76.65619813,0.0,0.8595,4.313725471,79.0,104.0,1352.0,15.40999985,33.0,-0.3805,15.24305344,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-0.900001526,20.69999886,11.77499955,74.08868074,-0.899999619,0.8851,1.176470637,79.0,106.0,1315.0,15.93999958,33.0,-0.308,15.28766823,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-0.099998474,19.79999924,11.78999955,74.31955352,-0.899999619,1.0949,78.03921509,79.0,106.0,1229.0,11.48999977,33.0,-0.2135,15.30495071,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.199996948,21.59999847,11.93999953,75.91667181,1.799999237,1.0843,20.7843132,79.0,106.0,1385.0,14.93999958,33.0,-0.2248,15.33737755,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.199996948,23.39999962,12.16499953,78.02061253,1.800001144,1.0912,20.7843132,79.0,106.0,1504.0,15.63000011,33.0,-0.1889,15.37034798,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.099998474,24.29999924,12.40499952,80.3709853,0.899999619,1.0168,58.03921509,79.0,106.0,1600.5,15.15999985,33.0,-0.1421,15.37929153,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.799995422,25.19999886,12.65999951,82.97328164,0.899999619,0.9702,23.52941132,79.0,105.0,1625.0,20.27000046,33.0,-0.1048,15.40044117,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.900001526,25.19999886,12.8699995,85.59365424,0.0,0.9978,25.49019623,79.0,107.0,1597.0,14.30000019,33.0,-0.0906,15.43297768,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-0.900001526,26.09999847,13.04999949,88.42728093,0.899999619,1.1871,21.17647171,79.0,105.0,1630.0,19.44000053,33.0,-0.1571,15.45389175,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-1.100006104,25.19999886,13.21499948,90.81586543,-0.899999619,1.3009,0.0,79.0,108.0,1567.0,14.38000011,33.0,-0.2658,15.49318314,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-1.0,25.19999886,13.30499948,92.50725507,0.0,1.2786,50.58823776,79.0,106.0,1629.5,14.35999966,33.0,-0.1775,15.49979305,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-1.699996948,27.0,13.4099995,94.74802665,1.800001144,1.138,43.13725662,79.0,104.0,1693.0,14.35999966,33.0,-0.0955,15.50059032,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-1.900001526,27.89999962,13.5599995,97.77294194,0.899999619,1.1882,45.88235474,79.0,105.0,1781.5,15.47000027,33.0,-0.1273,15.53458118,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-1.900001526,28.79999924,13.72499949,101.1985096,0.899999619,1.1334,16.07843208,79.0,107.0,1786.0,21.98999977,33.0,-0.2458,15.59077454,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-1.699996948,27.89999962,13.9199995,104.4616199,-0.899999619,1.0941,0.0,79.0,109.0,1670.5,17.44000053,33.0,-0.2158,15.62412453,UnevenCondition,LowCongestionCondition,EvenPaceStyle
