AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
-13.3999939,20.69999886,6.05999982,115.840061,-4.5,1.0548,38.03921509,31.0,101.0,798.0,6.21999979,15.0,-0.5982,27.91969681,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-13.20000458,17.10000038,6.344999826,117.2008155,-3.599998474,0.9012,38.03921509,31.0,101.0,797.5,6.269999981,15.0,-0.5244,26.45835495,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-13.20000458,14.39999962,6.58499982,117.5595951,-2.700000763,0.9331,90.58823395,32.0,101.0,797.5,6.269999981,15.0,-0.5068,26.45835495,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-11.80000305,14.39999962,6.824999813,117.8012222,0.0,0.9878,90.58823395,32.0,101.0,726.0,8.630000114,15.0,-0.4882,26.0041256,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-19.80000305,14.39999962,7.064999807,117.9256968,0.0,1.1316,92.94117737,32.0,101.0,784.0,8.880000114,15.0,-0.6712,25.29549789,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-21.8999939,16.19999886,7.334999788,118.4199339,1.799999237,1.221,92.94117737,32.0,101.0,784.0,8.880000114,15.0,-0.6487,25.29549789,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-22.30000305,18.0,7.634999788,119.3443408,1.800001144,1.1665,3.137254953,32.0,101.0,916.0,7.440000057,15.0,-0.5961,24.21328545,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-22.20000458,18.89999962,7.949999781,120.4062645,0.899999619,1.3047,37.64706039,32.0,101.0,916.0,7.440000057,15.0,-0.6955,24.21328545,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-24.30000305,17.10000038,8.234999788,120.6714596,-1.799999237,1.4474,37.64706039,32.0,101.0,793.5,6.360000134,15.0,-0.8115,23.36562538,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-24.6000061,15.29999924,8.489999775,120.3019257,-1.800001144,1.5868,38.03921509,32.0,101.0,798.0,6.239999771,15.0,-0.9465,23.22027969,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-24.29999542,11.69999981,8.684999772,119.2162054,-3.599999428,1.6432,38.03921509,32.0,101.0,798.0,6.239999771,15.0,-1.0324,23.22027969,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-22.79999542,8.099999428,8.819999762,117.9250106,-3.600000381,1.7107,37.25490189,32.0,101.0,730.0,6.239999771,15.0,-1.0325,23.22027969,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-22.79999542,7.199999809,8.939999759,116.6363327,-0.899999619,1.9128,97.64706421,32.0,101.0,730.0,6.630000114,15.0,-0.989,23.3833065,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-14.5,10.79999924,9.07499975,116.0164767,3.599999428,1.9735,97.64706421,33.0,101.0,891.5,9.109999657,15.0,-0.9364,23.29637909,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-10.1000061,12.59999943,9.28499974,114.7863751,1.800000191,1.9857,97.64706421,33.0,101.0,891.5,9.109999657,15.0,-0.8741,23.29637909,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-7.900001526,18.0,9.58499974,114.5209515,5.400000572,1.9721,74.90196228,33.0,103.0,1355.0,17.73999977,16.0,-0.8348,23.45933151,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-9.699996948,21.59999847,9.944999715,115.2787816,3.599998474,1.8751,62.74509811,33.0,107.0,1355.0,17.73999977,16.0,-0.7112,23.45933151,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-7.0,26.09999847,10.36499969,118.1362047,4.5,1.7788,62.74509811,33.0,107.0,1739.0,21.37999916,18.0,-0.5827,23.52676773,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-4.699996948,28.79999924,10.82999968,122.1580605,2.700000763,1.604,0.0,33.0,104.0,1277.0,12.88000011,18.0,-0.5145,22.90052414,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.700004578,31.5,11.35499968,127.1313236,2.700000763,1.5901,0.0,33.0,104.0,1277.0,12.88000011,17.0,-0.5384,22.90052414,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.400001526,31.5,11.87999968,131.5439934,0.0,1.4526,31.37254906,33.0,100.0,1242.0,14.40999985,17.0,-0.4222,22.53281784,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.200004578,30.59999847,12.38999965,134.8270097,-0.900001526,1.5317,63.13725662,34.0,100.0,1242.0,14.40999985,16.0,-0.3853,22.53281784,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.900001526,32.39999771,12.92999961,138.7150086,1.799999237,1.496,63.13725662,34.0,102.0,1414.5,15.68999958,16.0,-0.3887,22.15661812,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-4.199996948,35.09999847,13.51499959,143.8639995,2.700000763,1.4525,55.29411697,34.0,102.0,1414.5,15.68999958,16.0,-0.4727,22.15661812,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-4.299995422,35.09999847,14.09999956,148.3169396,0.0,1.3903,55.29411697,34.0,102.0,1523.5,15.72000027,16.0,-0.4733,21.72527695,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.099998474,37.79999924,14.72999955,154.0638209,2.700000763,1.3547,0.0,34.0,102.0,1497.5,15.72000027,16.0,-0.5863,21.72527695,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.799995422,36.89999771,15.34499951,158.3323367,-0.900001526,1.3581,0.0,34.0,102.0,1497.5,18.44000053,16.0,-0.5905,21.52325249,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.900001526,36.0,15.94499951,161.2062356,-0.899997711,1.2529,16.86274529,34.0,103.0,1479.0,14.68999958,16.0,-0.5198,21.17808533,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.099998474,35.09999847,16.52999949,162.7678878,-0.900001526,1.2186,16.86274529,34.0,103.0,1479.0,14.68999958,16.0,-0.4144,21.17808533,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.599998474,36.0,17.12999949,164.195685,0.900001526,1.1399,43.13725662,34.0,101.0,1489.0,14.72000027,16.0,-0.4752,20.81062508,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.799995422,36.89999771,17.74499945,165.4621672,0.899997711,0.9905,41.96078491,35.0,101.0,1540.5,14.72000027,16.0,-0.3485,20.81062508,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.399993896,36.89999771,18.35999941,165.9593783,0.0,0.9774,41.96078491,35.0,101.0,1540.5,15.72000027,16.0,-0.3672,20.48775482,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,38.70000076,19.00499942,166.8350491,1.800003052,0.8745,48.23529434,35.0,102.0,1628.0,16.71999931,16.0,-0.4905,20.20194435,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.200004578,38.70000076,19.64999944,166.8645673,0.0,1.0014,15.68627453,35.0,102.0,1628.0,16.71999931,16.0,-0.5749,20.20194435,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.5,39.59999847,20.30999941,166.6229399,0.899997711,1.1644,15.68627453,35.0,102.0,1627.0,20.86000061,16.0,-0.7365,20.10399437,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.400001526,38.70000076,20.95499942,164.9404751,-0.899997711,1.2231,40.39215851,35.0,102.0,1627.0,20.86000061,16.0,-0.7791,20.10399437,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.400001526,37.79999924,21.58499941,161.9036618,-0.900001526,1.2792,66.27451324,35.0,102.0,1565.0,18.44000053,16.0,-0.8706,19.96433449,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.799995422,38.70000076,22.22999942,158.5485698,0.900001526,1.3261,66.27451324,35.0,108.0,1654.5,19.48999977,17.0,-0.9781,19.83669853,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.099998474,36.0,22.79999942,154.3576213,-2.700000763,1.2986,67.05882263,35.0,111.0,1768.0,21.87999916,19.0,-0.9011,19.74422836,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-4.099998474,43.19999695,23.50499937,152.7767472,7.199996948,1.4017,58.8235321,36.0,114.0,1838.5,21.29999924,20.0,-0.8586,19.61326027,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-5.200004578,45.0,24.23999937,151.3976888,1.800003052,1.5214,0.0,36.0,104.0,803.0,8.020000458,19.0,-1.0035,18.53573418,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-6.300003052,45.0,24.98999937,148.1714186,0.0,1.5185,77.2549057,36.0,103.0,1354.0,17.21999931,17.0,-1.0847,18.32847595,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-6.799995422,45.89999771,25.75499934,144.4021722,0.899997711,1.5021,76.07843018,36.0,107.0,1395.5,18.37999916,18.0,-1.1105,18.14863396,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-6.200004578,48.59999847,26.56499931,141.337901,2.700000763,1.4781,81.5686264,36.0,113.0,1458.0,20.52000046,19.0,-0.9987,18.01894188,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-6.200004578,50.39999771,27.40499927,138.2882732,1.799999237,1.4835,78.03921509,36.0,117.0,1517.5,21.90999985,21.0,-0.8353,17.91011429,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-6.399993896,51.29999924,28.16999927,139.1634854,0.900001526,1.342,76.07843018,36.0,120.0,1596.5,22.19000053,21.0,-0.7289,17.79441643,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-4.800003052,53.09999847,28.85999924,144.6156545,1.799999237,1.3997,75.29412079,36.0,121.0,1652.5,22.87999916,23.0,-0.5453,17.68197823,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.900001526,54.89999771,29.54999921,151.6255858,1.799999237,1.269,72.54901886,37.0,123.0,1693.5,22.87999916,24.0,-0.6341,17.68197823,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.600006104,56.69999695,30.26999915,159.2258554,1.799999237,1.1173,65.49019623,37.0,119.0,1750.5,22.65999985,24.0,-0.7573,17.55351448,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.799995422,58.5,31.00499916,167.9150514,1.800003052,1.0825,61.96078491,37.0,112.0,1777.0,20.36000061,24.0,-0.7978,17.35929871,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.199996948,59.39999771,31.72499914,177.3385075,0.899997711,1.131,52.94117737,37.0,108.0,1795.0,20.12999916,23.0,-0.8397,17.16195488,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.300003052,60.29999924,32.32499914,189.8774907,0.900001526,1.0195,55.29411697,37.0,105.0,1808.5,18.94000053,21.0,-0.7726,16.94412804,SmoothCondition,LowCongestionCondition,EvenPaceStyle
