AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
-2.800003052,13.51079941,10.66887273,50.72173335,-0.67553997,0.297,60.0,78,112,1496,13.64000034,28,-0.156,29.70462418,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,18.23958015,10.79718981,50.81867174,4.72878074,0.258,46.27450943,78,123,1725,17.53000069,30,-0.133,29.6884079,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,24.09425926,11.01880763,52.90420592,5.85467911,0.324,4.705882549,78,109,1721,14.25,30,-0.156,29.35515213,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,24.54461861,11.39035461,54.56190611,0.45035935,0.363,0.0,78,107,1500,16.10000038,28,-0.164,29.11631012,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,22.29281998,11.7243716,55.04761002,-2.25179863,0.277,0.0,78,105,1308,14.76000023,29,-0.418,28.92470741,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,19.81583786,12.02085857,54.47390099,-2.47698212,0.133,64.70588684,78,107,1308,13.5,28,-0.273,28.78672409,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,19.14029884,12.32485155,53.14312546,-0.67553902,-0.0195,56.07843399,78,116,1614,15.61999989,28,-0.219,28.78533363,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,21.61728096,12.67763357,52.09021675,2.47698212,-0.195,43.92156982,78,125,1779,19.87000084,29,-0.226,28.806633,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,24.54461861,13.08671054,51.58279815,2.92733765,-0.344,36.86274719,78,123,1905,19.31999969,30,-0.137,28.73545074,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,26.57123947,13.48452853,52.67598601,2.02662086,-0.527,31.37254906,78,120,2066,17.13999939,29,-0.0741,28.53364372,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,28.37267876,13.91612352,54.18978996,1.80143929,-0.504,26.27450943,79,116,2115,16.45000076,28,0.0001,28.25643158,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,29.49857903,14.4040135,54.88621008,1.12590027,-0.32,23.52941132,79,115,2166,16.87999916,28,0.0821,27.98824883,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,30.39929962,14.88064449,56.2996625,0.90072059,-0.355,20.3921566,79,114,2216,15.84000015,28,0.16,27.65880585,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,30.84966087,15.33475751,58.25641495,0.45036125,-0.293,14.90196133,79,113,2193,16.22999954,28,0.141,27.36738396,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,31.07483864,15.74008149,61.04094921,0.22517777,-0.281,14.50980377,79,111,2164,15.56999969,28,0.223,27.06048393,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,30.62447739,16.09661645,63.94888194,-0.45036125,-0.336,16.07843208,79,111,2143,14.93999958,27,0.172,26.73931885,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,30.39929962,16.40811546,66.99120095,-0.22517777,-0.316,15.29411793,79,110,2126,15.84000015,27,0.117,26.47846222,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,30.17411804,16.68208442,70.00575993,-0.22518158,-0.379,13.72549057,79,110,2093,14.93999958,27,0.0274,26.21344757,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,29.94893837,16.94479441,72.8132121,-0.22517967,-0.367,18.8235302,80,110,2116,15.09000015,27,0.0001,25.96878624,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,29.7237606,17.19624542,75.42644971,-0.22517777,-0.324,19.2156868,80,110,2108,14.86999989,27,0.0782,25.72683907,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,29.94893837,17.4702144,77.87636708,0.22517777,-0.0977,20.0,80,111,2105,15.22999954,27,0.0313,25.51170349,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,29.94893837,17.75544239,80.06881529,0.0,-0.0078,0.0,80,109,1937,19.95000076,27,-0.0546,25.44839668,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,27.47196007,18.0106464,81.07205013,-2.4769783,-0.0508,0.0,80,108,1728,19.46999931,28,-0.113,25.40702438,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,24.99497986,18.2020494,81.51839224,-2.47698021,-0.211,7.058823586,80,107,1728,17.40999985,28,-0.0976,25.36766815,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,22.9683609,18.32589843,81.76749659,-2.02661896,-0.117,0.0,80,105,1606,14.56000042,26,0.0859,25.28808594,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,20.71656036,18.35216946,81.85242213,-2.25180054,-0.0039,0.0,80,104,1432,13.15999985,26,-0.0313,25.20678329,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,18.23958015,18.30713349,81.73691562,-2.47698021,0.086,2.745098114,80,103,1161,12.09000015,25,-0.0117,25.15793228,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,16.21295929,18.15701349,80.97833046,-2.02662086,0.0508,55.68627548,80,104,1299,10.90999985,25,0.043,25.11672592,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,17.33885956,18.0181525,80.01324012,1.12590027,0.137,72.94117737,80,114,1529,14.39000034,25,0.113,25.13466263,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,20.71656036,17.94684551,79.30646391,3.3777008,0.113,65.88235474,80,136,1915,19.89999962,27,0.0781,25.20416451,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,26.12088013,18.01439953,80.14646553,5.40431977,-0.0429,50.19607925,80,160,2188,29.38999939,28,0.0781,25.31731796,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,30.39929962,18.16827256,82.55369882,4.27841949,-0.301,1.176470637,80,131,1431,36.22000122,28,-0.0273,25.43599319,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,31.52519989,18.37468758,85.51821141,1.12590027,-0.305,83.13725281,81,126,1450,16.89999962,27,0.0312,25.2977581,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,33.77699661,18.65991555,89.40670362,2.25179672,-0.398,81.17647552,81,136,1551,19.12000084,26,0.0391,25.17872238,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,36.25397873,19.01645052,94.27956728,2.47698212,-0.551,82.74510193,81,152,1710,22.40999985,27,0.0117,25.09524345,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,39.40649796,19.45179849,100.5768544,3.15251923,-0.586,73.33333588,81,164,1842,27.30999947,27,0.0859,25.05970001,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,42.78419876,19.90966449,109.3003539,3.3777008,-0.641,67.05882263,81,174,1965,33.08000183,27,0.141,25.02728081,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,45.71154022,20.4050605,120.0737535,2.92734146,-0.695,55.68627548,82,177,2064,33.08000183,27,0.219,25.02728081,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,47.96333694,20.95675145,132.1156176,2.25179672,-0.758,52.54901886,82,153,2161,31.63999939,27,0.184,24.93759727,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,50.66549683,21.56098439,145.9777134,2.70215989,-0.84,51.76470566,82,142,2234,29.85000038,26,0.16,24.83648109,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,52.6921196,22.21775939,160.804573,2.02662277,-1.01,42.74509811,83,131,2293,27.43000031,26,0.176,24.69612122,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,54.71873856,22.93833536,176.2274568,2.02661896,-1.19,38.4313736,83,124,2357,23.12999916,25,0.262,24.46394539,SmoothCondition,LowCongestionCondition,EvenPaceStyle
