AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
-1.5,24.76979828,13.39418838,33.88636175,3.3776989,-0.621,43.52941132,40,120,1875,24.46999931,23,0.531,27.90296555,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.2999878,27.02159882,13.63326575,36.53925368,2.25180054,-0.672,38.4313736,40,123,2007,20.87000084,22,0.652,27.83775902,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.20001221,28.59786034,13.891276,39.75923296,1.57626152,-0.648,32.94117737,40,117,2118,20.23999977,21,0.847,27.71776009,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.0,30.17411804,14.16725638,43.56747377,1.5762577,-0.625,27.05882454,41,113,2149,18.73999977,21,0.882,27.55586243,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.69995118,30.17411804,14.43403741,47.09936901,0.0,-0.516,28.62745094,41,111,2162,18.56999969,21,0.804,27.37492371,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.5,30.84966087,14.94819842,47.86664978,0.67554283,-0.445,27.45098114,41,111,2209,18.71999931,21,0.8,27.20724106,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.39996338,31.07483864,15.4661124,48.21454462,0.22517777,-0.477,22.35294151,41,111,2206,19.21999931,20,0.73,27.06262398,SmoothCondition,LowCongestionCondition,AggressiveStyle
1.09997559,31.3000164,15.96150834,48.94436643,0.22517776,-0.359,23.13725471,42,110,2187,18.29999924,20,0.742,26.89551163,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.70001221,30.62447739,16.39685629,50.17059237,-0.67553901,-0.293,23.13725471,42,108,2164,18.29999924,20,0.707,26.89551163,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.5,30.39929962,16.77215629,52.12148584,-0.22517777,-0.352,23.52941132,42,107,2159,17.72999954,20,0.66,26.71699715,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.2999878,30.17411804,17.09866727,54.40819835,-0.22518158,-0.355,21.17647171,42,107,2130,17.62999916,20,0.777,26.56189156,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.2999878,29.94893837,17.39515425,56.70416428,-0.22517967,-0.352,19.2156868,42,107,2108,17.47999954,20,0.769,26.40853119,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.10003662,29.49857903,17.66537024,58.82659846,-0.45035934,-0.266,16.07843208,43,105,2075,17.79000092,20,0.691,26.28872108,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.2000122,28.82304001,17.91682124,60.61066339,-0.67553902,-0.0664,0.392156869,43,105,1968,19.79999924,20,0.738,26.2404232,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.5,26.3460598,18.13449524,61.4032247,-2.47698021,-0.0664,3.921568632,43,103,1786,18.07999992,20,0.765,26.20328903,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.59997558,23.41871834,18.32214522,61.23563685,-2.92734146,-0.0352,3.137254953,43,102,1550,13.42000008,20,0.855,26.09061432,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.5,20.49137878,18.46851222,60.55243748,-2.92733956,0.0156,0.0,43,100,1376,12.86999989,18,0.804,26.00697708,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.5,17.56403732,18.55107818,59.9776547,-2.92734146,0.0234,7.843137264,43,100,1165,9.819999695,18,0.301,25.87562752,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.59997558,14.8618803,18.58860819,59.60867519,-2.70215702,0.273,25.49019623,43,99,1027,6.559999943,17,0.184,25.63754654,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.60003662,12.15971947,18.57734919,59.74803082,-2.70216083,0.387,28.23529434,43,99,903,5.639999866,15,0.0625,25.45936966,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.59997559,7.656119347,18.46475917,61.46258231,-4.503600123,0.562,29.41176605,43,99,899,5.989999771,16,0.0156,25.53854752,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.39996338,3.828059673,18.23582621,65.02660018,-3.828059674,0.629,28.62745094,43,99,815,5.980000019,16,-0.082,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.2999878,2.026619911,17.91682125,69.23068867,-1.801439762,0.566,32.94117737,43,99,841,5.400000095,16,-0.246,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.2999878,0.0,17.54527425,74.20662576,-2.026619911,0.457,33.72549057,43,99,832,5.619999886,16,-0.23,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.90002442,0.0,17.16246823,78.77669954,0.0,0.453,34.90196228,43,99,833,5.909999847,17,-0.172,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.2999878,0.0,16.76840324,82.89914235,0.0,0.434,35.29411697,43,99,825,5.170000076,17,-0.203,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.70001221,0.0,16.39310324,86.96135393,0.0,0.477,34.11764908,43,99,838,5.650000095,17,-0.148,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.40002442,0.0,16.06283928,91.20668045,0.0,0.34,34.50980377,43,99,840,5.53000021,18,-0.176,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.2999878,0.0,15.8076353,95.50403062,0.0,0.305,33.33333206,43,99,821,5.239999771,17,-0.18,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.20001221,0.0,15.64250332,99.12163344,0.0,0.352,31.76470566,43,99,852,5.550000191,18,-0.133,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.10003662,0.0,15.49613634,102.4493667,0.0,0.391,33.33333206,44,99,834,5.53000021,18,-0.227,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.10003662,0.0,15.32349834,106.0416454,0.0,0.406,33.72549057,44,99,844,5.260000229,18,-0.18,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.0,0.0,15.12083635,109.8100486,0.0,0.391,35.68627548,44,99,840,5.75,18,-0.129,25.74895668,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,14.88064435,113.6181,0.0,0.234,34.11764908,44,99,825,5.329999924,18,-0.207,25.74895668,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,14.63669935,117.309685,0.0,0.223,34.50980377,44,99,827,5.460000038,18,-0.203,25.74895668,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,14.40401336,120.877957,0.0,0.148,33.33333206,44,99,841,5.789999962,18,-0.25,25.74895668,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,14.19384536,124.2950277,0.0,0.125,34.50980377,44,99,830,5.989999771,19,-0.133,25.74895668,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,14.01745438,127.4571214,0.0,0.203,34.90196228,44,99,838,5.480000019,19,0.0078,25.74895668,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,16.03281544,265.0478017,0.0,0.668,32.54901886,52,99,803,4.949999809,18,-0.293,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,15.32349849,256.9668518,0.0,0.547,32.15686417,52,99,792,4.949999809,18,-0.266,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,14.61042851,247.6484013,0.0,0.473,32.15686417,52,99,808,4.760000229,18,-0.242,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,13.89735853,237.295777,0.0,0.355,30.19607925,52,99,811,5.119999886,18,-0.195,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,13.18804158,226.1340492,0.0,0.164,30.58823586,52,99,796,5.019999981,18,-0.105,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,12.50874865,215.7299625,0.0,-0.0859,31.76470566,52,99,808,5.309999943,19,0.0352,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,11.84822072,205.469586,0.0,-0.16,30.98039246,52,99,797,4.78000021,19,0.0664,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,11.22146971,196.2051204,0.0,-0.18,31.76470566,52,99,806,4.679999828,18,0.082,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,10.63975476,188.4899992,0.0,-0.156,30.98039246,52,99,795,4.920000076,18,0.0703,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,10.11433476,182.7347211,0.0,-0.195,34.11764908,52,99,806,5.090000153,18,0.105,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,9.678986759,179.9333415,0.0,-0.184,24.70588303,52,99,1040,7.429999828,19,0.0938,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,9.356228752,179.8249391,0.0,-0.359,39.60784531,52,99,833,5.039999962,20,0.191,21.76053047,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,9.086012764,180.4375368,0.0,-0.426,43.52941132,52,100,1038,10.02000046,21,0.227,21.89273262,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.79998779,7.881299973,8.984681768,180.0488621,7.881299973,-0.609,55.68627548,52,101,1376,14.39000034,22,0.32,21.98893738,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.79998779,11.70935917,8.980928758,180.0271903,3.828059197,-0.59,1.176470637,52,111,2037,28.02000046,24,0.336,22.10218811,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.79998779,15.98777962,9.093518753,180.8453621,4.27842045,-0.699,73.72549438,52,116,1078,12.84000015,24,0.387,22.12949181,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.79998779,16.88849831,9.266156724,181.7335481,0.90071869,-0.855,58.03921509,52,108,1336,16.21999931,21,0.375,22.17123413,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.0,20.94173813,9.558890695,183.3692038,4.05323982,-0.926,45.88235474,52,114,1621,19.12999916,22,0.359,22.20817757,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.0,24.31943893,9.952955677,185.5665366,3.3777008,-1.02,42.74509811,53,122,1816,24.70000076,23,0.41,22.259552,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.0,27.47196007,10.41082168,188.8762944,3.15252114,-0.992,32.15686417,53,129,2050,20.06999969,23,0.441,22.26402473,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.79998779,29.7237606,10.90621769,193.111538,2.25180053,-1.04,34.50980377,53,121,2204,27.55999947,22,0.434,22.3025074,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.2000122,31.97555923,11.43914368,198.3307068,2.25179863,-1.12,30.19607925,53,128,2347,24.38999939,22,0.457,22.3163681,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.20001221,33.77699661,12.00209362,204.2478408,1.80143738,-1.18,36.86274719,53,126,2466,25.13999939,21,0.48,22.32592392,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.20001221,35.35326004,12.59131462,210.6952279,1.57626343,-1.16,2.352941275,53,130,2574,23.88999939,21,0.457,22.32335472,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.29998779,36.02880096,13.19179464,216.9518379,0.67554092,-1.24,71.37255096,54,112,1509,18.69000053,20,0.496,22.27737617,SmoothCondition,LowCongestionCondition,AggressiveStyle
