AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
-2.7999878,63.05039978,43.33213662,314.4209745,0.22518158,-0.586,34.11764908,58,109,1999,16.82999992,17,0.355,14.95551491,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.9000244,63.7259407,43.63612965,321.2976163,0.67554092,-0.602,37.64706039,58,113,2017,18.15999985,18,0.34,14.89872646,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.0,64.401474,43.97765257,328.4861958,0.6755333,-0.648,39.2156868,58,116,2044,20.12000084,18,0.305,14.85527802,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.1000366,65.30220032,44.32292857,336.06609,0.90072632,-0.68,30.98039246,58,121,2073,19.07999992,18,0.297,14.80326557,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-2.8000488,66.20291901,44.6719576,344.0414187,0.90071869,-0.648,23.52941132,59,118,2093,16.29999924,18,0.234,14.72597313,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-3.0,66.65327454,45.02849256,352.0957252,0.45035553,-0.547,11.37254906,59,110,2099,15.23999977,17,0.285,14.63907337,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-3.1000366,66.42809296,45.37376844,359.7283255,-0.22518158,-0.383,12.54901981,59,105,2076,14.82999992,17,0.281,14.55207062,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-2.2999878,65.75255585,45.69652642,366.6438818,-0.67553711,-0.434,12.54901981,59,104,2033,14.39000034,17,0.188,14.4645319,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-2.1999512,65.07701874,46.02679044,372.8959071,-0.67553711,-0.426,21.56862831,59,103,2037,14.05000019,17,0.188,14.37495422,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-2.0,64.401474,46.34954836,378.4958557,-0.67554474,-0.492,34.11764908,59,104,2034,17.10000038,17,0.168,14.32011127,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-1.0999756,64.401474,46.64603527,383.9285461,0.0,-0.469,28.23529434,59,112,2048,17.38999939,17,0.199,14.26653004,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-0.0999756,64.85183716,46.90874527,389.3750036,0.45036316,-0.484,29.41176605,59,111,2050,16.52000046,17,0.203,14.20687199,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.6000366,65.07701874,47.18271429,394.8426182,0.22518158,-0.504,27.05882454,59,111,2060,16.48999977,17,0.223,14.14814186,UnevenCondition,LowCongestionCondition,EvenPaceStyle
